Date,r1_tmin,r2_tmin,r1_tmax,r2_tmax,r1_tavg,r2_tavg,r1_pcp,r2_pcp
201006,43.4,51.2,67.6,72.4,55.5,61.8,3.24,5.73
201007,48.1,58.2,80.2,80.6,64.2,69.4,0.52,3.98
201008,47.1,54.4,78.4,76.4,62.8,65.4,0.83,4.52
201009,41.2,49.1,71.6,69.4,56.4,59.2,0.94,3.4
201010,35.6,35.8,59.3,54.7,47.5,45.2,2.49,9.16
201011,22.1,27.2,38.9,42.9,30.5,35.0,3.03,3.17
201012,19.6,13.8,33.7,27.8,26.6,20.8,4.22,4.03
201101,16.0,7.0,31.9,24.4,24.0,15.7,2.79,2.29
201102,15.0,6.6,33.6,28.6,24.3,17.6,1.93,3.56
201103,24.6,17.9,42.3,37.0,33.4,27.5,3.88,4.7
201104,26.0,31.8,46.8,51.6,36.4,41.7,3.18,6.22
201105,34.4,45.9,57.2,66.5,45.8,56.2,3.15,6.77
201106,41.1,51.1,66.9,72.9,54.0,62.0,1.96,4.96
201107,48.3,56.6,80.2,80.3,64.3,68.5,0.55,3.43
201108,49.7,55.3,82.5,76.4,66.1,65.8,0.51,10.08
201109,43.4,51.2,75.7,70.4,59.6,60.8,0.39,6.11
201110,34.7,39.0,56.1,56.4,45.4,47.7,2.83,4.48
201111,21.1,30.1,40.0,50.2,30.5,40.2,1.99,2.06
201112,15.0,19.4,34.7,36.4,24.8,27.9,1.53,3.56
201201,17.7,12.6,36.0,30.2,26.8,21.4,3.33,2.95
201202,18.8,16.4,37.4,34.8,28.0,25.6,1.78,1.22
201203,26.3,27.5,46.5,49.8,36.4,38.7,4.25,1.77
201204,31.6,31.3,57.2,54.1,44.4,42.7,2.12,3.3
201205,35.8,46.1,62.2,68.9,49.0,57.5,1.91,5.56
201206,42.1,50.9,71.6,73.6,56.9,62.2,1.6,3.87
201207,52.6,55.7,84.5,80.3,68.5,68.0,0.93,3.54
201208,50.3,54.9,84.2,79.4,67.3,67.1,0.28,3.29
201209,42.0,45.4,74.9,69.0,58.4,57.2,0.32,5.51
201210,31.3,40.5,56.1,58.2,43.7,49.3,2.32,5.18
201211,27.6,24.2,44.4,42.0,36.0,33.1,2.75,1.13
201212,18.9,20.4,32.6,34.5,25.8,27.4,4.12,5.03
201301,11.3,8.8,29.1,28.5,20.2,18.6,1.9,1.87
201302,18.4,13.8,36.6,29.3,27.5,21.5,1.07,1.92
201303,23.8,21.3,46.4,37.7,35.1,29.5,1.47,2.38
201304,28.3,29.5,52.0,52.1,40.1,40.8,1.81,2.62
201305,37.6,42.0,64.4,68.2,51.0,55.1,1.51,5.98
201306,44.6,51.1,74.1,72.8,59.3,62.0,1.35,7.96
201307,53.0,59.4,86.2,80.0,69.6,69.7,0.53,6.33
201308,51.4,53.0,83.8,75.2,67.6,64.1,0.71,3.41
201309,45.0,45.5,69.2,67.5,57.1,56.5,2.96,4.41
201310,30.0,37.2,54.2,58.3,42.1,47.8,0.85,2.37
201311,24.2,22.7,43.3,40.8,33.8,31.8,1.72,3.88
201312,12.4,13.5,29.8,29.3,21.1,21.4,1.76,3.43
201401,18.7,4.9,36.7,24.4,27.7,14.6,2.02,3.11
201402,19.8,6.7,36.3,26.5,28.0,16.6,3.68,3.18
201403,25.6,6.6,46.8,30.8,36.2,18.6,3.92,3.38
201404,29.3,28.6,53.8,52.4,41.6,40.5,2.15,3.25
201405,37.8,42.2,65.2,65.0,51.6,53.6,1.26,4.68
201406,42.9,50.7,70.4,74.4,56.7,62.6,1.32,4.57
201407,53.2,55.2,85.3,77.8,69.3,66.5,0.39,6.27
201408,50.1,52.5,77.4,74.1,63.8,63.3,2.29,3.48
201409,43.4,45.8,71.9,69.2,57.6,57.5,1.53,1.85
201410,36.0,40.9,61.0,57.6,48.5,49.3,1.29,5.13
201411,21.8,25.5,40.3,41.2,31.1,33.3,3.32,2.55
201412,22.0,20.6,36.2,33.4,29.1,27.0,3.3,4.63
201501,20.7,0.6,36.7,23.8,28.7,12.2,2.06,2.79
201502,25.6,-6.8,44.8,17.6,35.2,5.3,1.86,1.79
201503,28.1,11.2,53.5,33.4,40.8,22.3,1.51,1.34
201504,29.4,28.4,55.3,50.6,42.3,39.5,1.23,2.71
201505,39.8,44.5,63.8,72.7,51.8,58.6,2.89,3.06
201506,49.5,49.5,80.0,70.2,64.7,59.9,0.77,8.63
201507,50.6,54.9,79.6,77.6,65.1,66.2,1.37,4.08
201508,50.2,55.5,81.4,77.8,65.8,66.6,0.76,2.95
201509,42.5,49.9,71.9,74.9,57.2,62.4,1.31,4.73
201510,38.7,33.5,62.6,55.0,50.7,44.3,1.69,3.48
201511,21.0,29.0,38.7,49.3,29.9,39.2,2.51,1.81
201512,17.1,28.1,31.5,42.1,24.3,35.1,4.56,5.07
201601,18.4,11.9,33.2,29.9,25.8,20.9,2.66,1.62
201602,22.5,13.7,41.2,34.0,31.9,23.9,1.65,4.71
201603,27.4,23.1,46.6,44.0,37.0,33.6,3.58,2.96
201604,34.2,25.6,59.7,50.8,47.0,38.2,1.65,2.6
201605,38.2,41.9,63.0,66.2,50.6,54.0,2.21,2.74
201606,45.9,49.6,76.4,74.4,61.2,62.0,0.8,3.29
201607,49.0,55.4,80.6,79.3,64.8,67.4,0.72,3.83
201608,48.2,56.2,81.3,78.8,64.7,67.5,0.15,4.82
201609,41.5,47.7,67.8,72.2,54.6,59.9,1.82,2.12
201610,36.0,38.5,55.4,56.9,45.7,47.7,4.54,3.55
201611,29.2,28.4,48.2,45.2,38.7,36.8,1.44,2.78
201612,10.7,15.7,27.6,32.2,19.1,23.9,3.66,3.6
201701,9.8,17.1,27.3,32.6,18.5,24.8,3.33,2.53
201702,21.8,16.0,37.2,35.2,29.5,25.6,4.91,2.84
201703,29.2,13.9,47.8,33.1,38.5,23.5,4.14,3.3
201704,29.8,34.3,50.9,56.0,40.3,45.2,2.95,4.19
201705,37.0,41.4,64.1,62.1,50.6,51.8,1.6,5.72
201706,45.0,50.1,73.2,72.8,59.1,61.5,1.69,6.46
201707,53.5,54.6,86.4,75.9,70.0,65.2,0.33,4.23
201708,50.8,51.6,82.9,75.0,66.9,63.3,0.35,3.55
201709,42.4,49.3,69.0,72.4,55.7,60.8,2.09,2.93
201710,29.8,41.5,53.9,64.5,41.9,53.0,1.65,5.26
201711,26.6,24.0,43.1,42.0,34.9,33.0,3.55,2.19
201712,16.9,9.8,33.5,26.0,25.2,17.9,2.24,3.1
201801,22.8,7.0,38.1,26.0,30.4,16.5,2.78,3.49
201802,17.4,15.4,35.1,35.7,26.2,25.5,2.33,2.95
201803,23.6,20.0,43.7,36.4,33.7,28.2,2.75,3.03
201804,30.9,27.1,53.8,45.0,42.4,36.1,2.54,4.7
201805,41.4,42.9,66.5,70.1,54.0,56.5,2.47,1.99
201806,44.2,47.8,71.2,72.4,57.7,60.1,1.64,3.85
201807,51.8,56.8,84.9,81.7,68.4,69.2,0.12,4.35
201808,49.1,58.4,80.8,78.5,65.0,68.4,0.53,4.2
201809,40.6,50.6,71.7,70.7,56.2,60.6,0.16,4.03
201810,32.7,37.1,55.4,51.9,44.0,44.5,1.94,4.4
201811,22.7,23.5,41.3,36.6,32.0,30.0,2.38,6.33
201812,16.6,14.0,32.0,32.0,24.3,23.0,2.24,3.75
201901,17.8,4.9,34.9,25.0,26.3,14.9,2.22,5.05
201902,15.3,9.0,31.2,29.0,23.2,19.0,4.78,2.71
201903,21.0,14.8,43.9,37.0,32.4,25.9,1.4,2.06
201904,32.6,31.3,53.2,51.2,42.9,41.2,3.2,5.59
201905,37.8,40.7,61.7,60.8,49.8,50.8,2.83,5.66
201906,43.4,48.2,71.0,72.8,57.2,60.5,1.09,5.61
201907,50.3,56.8,80.7,81.0,65.5,68.9,0.54,3.39
201908,50.1,52.4,81.8,76.8,66.0,64.6,0.6,3.79
201909,42.4,45.0,67.6,68.5,55.0,56.8,2.09,3.18
201910,24.6,37.4,48.7,57.2,36.6,47.3,1.58,6.83
201911,23.7,21.2,45.0,37.5,34.3,29.3,0.82,3.98
201912,19.8,14.8,33.4,31.9,26.6,23.3,2.26,3.55
202001,20.3,14.7,34.2,32.2,27.3,23.4,3.96,2.82
202002,15.7,12.7,36.7,32.1,26.2,22.4,2.12,3.23
202003,24.6,23.0,45.6,43.1,35.1,33.0,2.01,2.93
202004,28.7,28.6,54.4,48.9,41.6,38.8,1.44,3.94
202005,37.8,40.1,63.5,65.2,50.6,52.6,2.45,2.95
202006,43.7,50.0,68.8,75.6,56.2,62.8,2.99,2.38
202007,49.1,59.8,80.7,82.0,64.9,70.9,0.43,4.07
202008,51.2,53.9,83.0,76.6,67.1,65.2,0.25,4.35
202009,42.6,44.7,74.8,69.6,58.7,57.2,0.68,2.63
202010,32.4,36.9,58.4,56.0,45.4,46.4,1.52,4.52
202011,23.2,27.9,42.3,47.9,32.7,37.9,2.43,2.91
202012,17.3,19.5,35.2,35.1,26.2,27.3,1.91,3.48
202101,18.5,13.5,34.6,27.3,26.6,20.4,2.31,2.16
202102,17.0,9.5,33.6,28.0,25.3,18.8,3.07,2.21
202103,22.8,18.2,46.9,43.7,34.8,30.9,1.18,1.5
202104,28.6,31.8,55.3,54.4,42.0,43.1,0.86,4.06
202105,36.6,41.2,63.0,65.6,49.8,53.4,1.38,2.58
202106,49.2,53.5,80.9,77.8,65.1,65.7,0.56,2.89
202107,55.6,55.8,88.0,73.8,71.8,64.8,0.59,7.65
202108,49.2,58.9,78.7,78.5,63.9,68.7,1.22,3.73
202109,41.4,48.9,72.8,69.8,57.1,59.3,0.84,3.89
202110,34.6,43.1,55.8,60.1,45.2,51.6,2.88,4.82
202111,27.9,25.2,45.4,43.3,36.6,34.2,2.18,3.33
202112,19.3,19.8,33.6,36.4,26.5,28.1,3.87,3.06
202201,14.8,0.1,32.9,23.4,23.8,11.7,2.3,1.44
202202,13.8,9.2,35.2,32.5,24.5,20.8,0.91,4.09
202203,25.4,20.5,47.0,40.8,36.2,30.6,1.43,3.14
202204,25.4,30.6,48.6,51.8,37.0,41.2,2.35,4.93
202205,34.6,43.3,57.6,70.3,46.1,56.8,3.23,3.23
202206,43.6,49.6,70.6,72.8,57.1,61.2,2.12,3.3
